dataset,document,llm,reply,time,cost,expected
museo,INF_MNCR-DAF-AC-017-2025 labores julio.pdf,google/gemma-4-E2B-it,informes,0.627746299986029,2e-05,informes
museo,INF_MNCR-DAF-AC-018-2025 teletrabajo julio.pdf,google/gemma-4-E2B-it,informes,1.0172415999986697,3.2e-05,informes
museo,INF_MNCR-DAF-AC-019-2025 participacion en comisiones.pdf,google/gemma-4-E2B-it,informes,1.0384054000023752,3.2e-05,informes
museo,INF_MNCR-DAF-AC-020-2025 labores agosto.pdf,google/gemma-4-E2B-it,informes,0.7805463999975473,2.4e-05,informes
museo,INF_MNCR-DAF-AC-021-2025 teletrabajo agosto.pdf,google/gemma-4-E2B-it,informes,1.023999700002605,3.2e-05,informes
museo,INF_MNCR-DAF-AC-022-2025 labores setiembre.pdf,google/gemma-4-E2B-it,informes,0.8784001000167336,2.7e-05,informes
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre.pdf,google/gemma-4-E2B-it,informes,1.2167461999924851,3.8e-05,informes
museo,INF_MNCR-DAF-AC-024-2025 labores octubre.pdf,google/gemma-4-E2B-it,informes,0.9756783000193536,3e-05,informes
museo,INF_MNCR-DAF-AC-025-2025 teletrabajo octubre.pdf,google/gemma-4-E2B-it,informes,1.0353526000108104,3.2e-05,informes
museo,Inscripción capacitacion DIC2024 SIR.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.8553340000216849,2.7e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 01-08.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.4968129000044428,1.5e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 02y03-09.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5300590000115335,1.6e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 05-09.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5105561000236776,1.6e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 08-08.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5009987000084948,1.6e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 16-07.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5307518000190612,1.7e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 18-07.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.7783342999755405,2.4e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 21-08 anexo.pdf,google/gemma-4-E2B-it,memorandos,0.3971767000039108,1.2e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 21-08.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5396981000085361,1.7e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 22-07.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.609330500010401,1.9e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 24-07.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5452250000089407,1.7e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 29-08 anexo.pdf,google/gemma-4-E2B-it,informes,0.8826414000068326,2.7e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 29-08.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5076090999937151,1.6e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola 31-07.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.8780616000003647,2.7e-05,expedientesdetrámiteslaborales
museo,Justificación de asistencia Sofia Irola.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.9455628000141588,2.9e-05,expedientesdetrámiteslaborales
museo,MCJ-DVA-1196-2024 Marlen Palma Traslado deshumificadores al MNCR.pdf,google/gemma-4-E2B-it,memorandos,0.6279755000141449,2e-05,correspondencia
museo,MEM_MNCR-DAF-AC-001-2015.pdf,google/gemma-4-E2B-it,memorandos,0.3555487999983597,1.1e-05,memorandos
museo,MEM_MNCR-DAF-AC-002-2015.pdf,google/gemma-4-E2B-it,memorandos,0.4135903999849688,1.3e-05,memorandos
museo,MEM_MNCR-DAF-AC-003-2025.pdf,google/gemma-4-E2B-it,memorandos,0.363901500008069,1.1e-05,expedientesdetransferenciasdedocumentos
museo,MIN MNCR-DAF-AC-001-2024 Plani.pdf,google/gemma-4-E2B-it,minutasdereuniones,0.8853123000008054,2.8e-05,minutasdereuniones
museo,MIN_MNCR-DAF-AC-001-2025 Salida DPPC.pdf,google/gemma-4-E2B-it,minutasdereuniones,0.9177894999738784,2.9e-05,minutasdereuniones
museo,MIN_MNCR-DAF-AC-002-2025 Clasificacion PLAN.pdf,google/gemma-4-E2B-it,minutasdereuniones,0.7042237999849021,2.2e-05,minutasdereuniones
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3.pdf,google/gemma-4-E2B-it,minutasdereuniones,1.9170646999846213,6e-05,minutasdereuniones
museo,OF MNCR-JA-386-2024 AC donación deshumidificadores MCJ act27 a25.pdf,google/gemma-4-E2B-it,minutasdereuniones,0.5839122000033967,1.8e-05,correspondencia
museo,OFI MNCR-DAF-013-2024. Sra. Sofía Irola Rojas. Funciones del puesto.pdf,google/gemma-4-E2B-it,informes,1.2530670000123791,3.9e-05,correspondencia
museo,OFI MNCR-DAF-035-2025. DG. Representantes Comité Gerencial T.I..pdf,google/gemma-4-E2B-it,memorandos,0.3463821999903302,1.1e-05,correspondencia
museo,OFI MNCR-DAF-040-2024 solicitud criterio legal.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.6130548999935854,1.9e-05,correspondencia
museo,OFI MNCR-DAF-AC-005-2024 entrega revistas.pdf,google/gemma-4-E2B-it,correspondencia,0.3613959000213071,1.1e-05,correspondencia
museo,OFI MNCR-DAF-AC-006-2024 DAH seguimiento.pdf,google/gemma-4-E2B-it,informes,0.7428917000070214,2.3e-05,correspondencia
museo,OFI MNCR-DAF-AC-007-2024 Cambio de horario.pdf,google/gemma-4-E2B-it,memorandos,0.3382050999789499,1.1e-05,expedientesdetrámiteslaborales
museo,OFI MNCR-DAF-AC-009-2024 bienes.pdf,google/gemma-4-E2B-it,memorandos,0.6733422999968752,2.1e-05,correspondencia
museo,OFI MNCR-DAF-AC-010-2024 deshumidificadores MCJ.pdf,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,1.3510860999813303,4.2e-05,correspondencia
museo,OFI MNCR-DAF-AC-011-2024 trabajo en diciembre.pdf,google/gemma-4-E2B-it,memorandos,0.460949400003301,1.4e-05,correspondencia
museo,OFI MNCR-DAF-AC-012-2024 UI Computadora.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,1.0224129000271205,3.2e-05,correspondencia
museo,OFI MNCR-DAF-AC-013-2024 MCJ acuerdo JA.pdf,google/gemma-4-E2B-it,memorandos,0.6309004999930039,2e-05,correspondencia
museo,OFI MNCR-DAF-AFC-015-2025    Remision de expedientes al Archivo Institucional.pdf,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,1.207555200002389,3.8e-05,expedientesdetransferenciasdedocumentos
museo,OFI MNCR-DAF-GIRHA-679-2025 Remisión de expedientes - Archivo Central.pdf,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,1.2217654999985823,3.8e-05,expedientesdetransferenciasdedocumentos
museo,OFI MNCR-DAF-GIRHA-758-2024. Alexia  Fiorella Rojas Calderón.pdf,google/gemma-4-E2B-it,memorandos,0.4553459000017028,1.4e-05,expedientessobrevoluntariado
museo,OFI MNCR-DAF-GIRHA-771-2024. Sofía Irola Rojas. Contrato Teletrabajo.pdf,google/gemma-4-E2B-it,memorandos,0.4285425000125542,1.3e-05,expedientesdetrámiteslaborales
museo,OFI MNCR-DAF-PI-095-2024  Respuesta a oficio OFI MNCR-DAF-AC-008-2024 - Asignación de bienes -colecciones-.pdf,google/gemma-4-E2B-it,informes,1.866118100006133,5.8e-05,correspondencia
museo,OFI MNCR-DAH-249-2024 Entrega IF Reporte de Incidente Mapoteca DAH.pdf,google/gemma-4-E2B-it,informes,0.7062565999804065,2.2e-05,informes
museo,OFI MNCR-DG-362-2024 Anexo 1 PSJO-124-2024.pdf,google/gemma-4-E2B-it,correspondencia,0.4131329999945592,1.3e-05,correspondencia
museo,OFI MNCR-DG-362-2024 _Solicitud de información piezas pasito Iglesia Colonial Orosi.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.7019410000066273,2.2e-05,correspondencia
museo,OFI MNCR-DG-459-2024 deshumificador.pdf,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,1.1379064000211656,3.5e-05,correspondencia
museo,OFI MNCR-DPPC-139-2024 Esculturas Orosí DG.pdf,google/gemma-4-E2B-it,informes,46.17156229997636,0.001436,correspondencia
museo,OFI MNCR-JA-286-2024 CISED.pdf,google/gemma-4-E2B-it,minutasdereuniones,0.7344297000090592,2.3e-05,correspondencia
museo,OFI_ MNCR-DG-AJ-176-2025 CRITERIO JURIDICO asignación de bienes- colecciones de documentos.pdf,google/gemma-4-E2B-it,memorandos,1.0915818000212312,3.4e-05,correspondencia
museo,OFI_MNCR-DAF-AC-003-2025 RH.pdf,google/gemma-4-E2B-it,memorandos,0.3516772000002675,1.1e-05,expedientesdetrámiteslaborales
museo,OFI_MNCR-DAF-AC-005-2025 RH.pdf,google/gemma-4-E2B-it,memorandos,0.3374134000041522,1e-05,expedientesdetrámiteslaborales
museo,OFI_MNCR-DAF-AC-006-2025 RH.pdf,google/gemma-4-E2B-it,memorandos,0.3459883999894373,1.1e-05,expedientesdetrámiteslaborales
museo,OFI_MNCR-DAF-AC-007-2025 DG IADA.pdf,google/gemma-4-E2B-it,informes,0.8990221999993082,2.8e-05,informes
museo,OFI_MNCR-DAF-AC-008-2025 DG papel.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,1.0718351999821607,3.3e-05,correspondencia
museo,OFI_MNCR-DAF-AC-009-2025 RH.pdf,google/gemma-4-E2B-it,memorandos,0.4504019999876618,1.4e-05,expedientesdetrámiteslaborales
museo,OFI_MNCR-DAF-AC-014-2025 Establecer convenio.pdf,google/gemma-4-E2B-it,expedientesdeproyectosyprogramasinstitucionales,0.992370000021765,3.1e-05,correspondencia
museo,OFI_MNCR-DAF-AC-015-2025 AN deshumidif.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.6661441999895032,2.1e-05,correspondencia
museo,OFI_MNCR-DAF-AC-016-2025 Inf.pdf,google/gemma-4-E2B-it,memorandos,0.4876400000066496,1.5e-05,correspondencia
museo,OFI_MNCR-DAF-AC-017-2025 RH cambio de horario.pdf,google/gemma-4-E2B-it,memorandos,0.3356300999876112,1e-05,expedientesdetrámiteslaborales
museo,OFI_MNCR-DAF-AC-018-2025 JDAF.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5621730000129901,1.7e-05,expedientesdetrámiteslaborales
museo,OFI_MNCR-DAF-AC-019-2025 RH.pdf,google/gemma-4-E2B-it,memorandos,0.3374415999860503,1e-05,expedientesdetrámiteslaborales
museo,OFI_MNCR-DAF-AC-022-2025 AI Anexo 1 prueba.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.5923801000171807,1.8e-05,correspondencia
museo,OFI_MNCR-DAF-AC-022-2025 AI Anexo 2 MICITT-DGDCFD-OF-000132-2025.pdf,google/gemma-4-E2B-it,circulares,0.7264471999951638,2.3e-05,correspondencia
museo,OFI_MNCR-DAF-AC-022-2025 AI.pdf,google/gemma-4-E2B-it,memorandos,0.5936701000027824,1.8e-05,correspondencia
museo,OFI_MNCR-DAF-AC-023-2025 Comision NICSP.pdf,google/gemma-4-E2B-it,solicitudesadministrativas,0.7637273000145797,2.4e-05,correspondencia
museo,OFI_MNCR-DAF-AC-024-2025 Cuadro JA.pdf,google/gemma-4-E2B-it,instrumentostécnicosarchivísticos,0.6955183999962173,2.2e-05,instrumentostécnicosarchivísticos
