DATASET,DOCUMENT,LLM_NAME,TYPE,REPLY,TIME,COST,GROUND_TRUTH
museo,INF MNCR-DAF-AC-006-2024 teletrabajo noviembre.md,google/gemma-4-E2B-it,local,informes,1.0142928999994183,3.2e-05,informes
museo,INF MNCR-DAF-AC-007-2024 participación comisiones.md,google/gemma-4-E2B-it,local,informes,0.7517437999922549,2.3e-05,informes
museo,INF MNCR-DAH-101-2024 Reporte de incidente Mapoteca DAH VF 1.md,google/gemma-4-E2B-it,local,informes,0.9521740000054706,3e-05,informes
museo,Informe Anual de Desarrollo Archivístico 2024-2025.md,google/gemma-4-E2B-it,local,informes,1.471898899995722,4.6e-05,informes
museo,INF_MNCR-DAF-AC-001-2025 teletrabajo enero.md,google/gemma-4-E2B-it,local,informes,1.14776890000212,3.6e-05,informes
museo,INF_MNCR-DAF-AC-002-2025 labores enero.md,google/gemma-4-E2B-it,local,informes,0.6778215999947861,2.1e-05,informes
museo,INF_MNCR-DAF-AC-003-2025 teletrabajo febrero.md,google/gemma-4-E2B-it,local,informes,1.013623099992401,3.2e-05,informes
museo,INF_MNCR-DAF-AC-004-2025 labores febrero.md,google/gemma-4-E2B-it,local,informes,0.7645664000010584,2.4e-05,informes
museo,INF_MNCR-DAF-AC-005-2025 Asesoria DAH.md,google/gemma-4-E2B-it,local,informes,1.001951199999894,3.1e-05,informes
museo,INF_MNCR-DAF-AC-006-2025 labores marzo.md,google/gemma-4-E2B-it,local,informes,0.8586518000083743,2.7e-05,informes
museo,INF_MNCR-DAF-AC-007-2025 teletrabajo marzo.md,google/gemma-4-E2B-it,local,informes,1.1003471000003628,3.4e-05,informes
museo,INF_MNCR-DAF-AC-008-2025 reacomodo.md,google/gemma-4-E2B-it,local,informes,1.098181299996213,3.4e-05,informes
museo,INF_MNCR-DAF-AC-009-2025 labores abril.md,google/gemma-4-E2B-it,local,informes,0.7500537000014447,2.3e-05,informes
museo,INF_MNCR-DAF-AC-010-2025 teletrabajo abril.md,google/gemma-4-E2B-it,local,informes,1.1972651999967638,3.7e-05,informes
museo,INF_MNCR-DAF-AC-011-2025 DAH conservacion.md,google/gemma-4-E2B-it,local,informes,2.457352600002196,7.6e-05,informes
museo,INF_MNCR-DAF-AC-012-2025 labores mayo.md,google/gemma-4-E2B-it,local,informes,0.7468613999953959,2.3e-05,informes
museo,INF_MNCR-DAF-AC-013-2025 teletrabajo mayo.md,google/gemma-4-E2B-it,local,informes,0.9210806999908528,2.9e-05,informes
museo,INF_MNCR-DAF-AC-014-2025 Asesoria DPPC.md,google/gemma-4-E2B-it,local,informes,1.0196611999999732,3.2e-05,informes
museo,INF_MNCR-DAF-AC-015-2025 labores junio.md,google/gemma-4-E2B-it,local,informes,0.849592800004757,2.6e-05,informes
museo,INF_MNCR-DAF-AC-016-2025 teletrabajo junio.md,google/gemma-4-E2B-it,local,informes,1.0719523999869125,3.3e-05,informes
museo,INF_MNCR-DAF-AC-017-2025 labores julio.md,google/gemma-4-E2B-it,local,informes,0.8987707999913255,2.8e-05,informes
museo,INF_MNCR-DAF-AC-018-2025 teletrabajo julio.md,google/gemma-4-E2B-it,local,informes,1.624237800002447,5.1e-05,informes
museo,INF_MNCR-DAF-AC-019-2025 participacion en comisiones.md,google/gemma-4-E2B-it,local,informes,0.9142419999989216,2.8e-05,informes
museo,INF_MNCR-DAF-AC-020-2025 labores agosto.md,google/gemma-4-E2B-it,local,informes,0.7250096999923699,2.3e-05,informes
museo,INF_MNCR-DAF-AC-021-2025 teletrabajo agosto.md,google/gemma-4-E2B-it,local,informes,1.601388199997018,5e-05,informes
museo,INF_MNCR-DAF-AC-022-2025 labores setiembre.md,google/gemma-4-E2B-it,local,informes,0.7532788999960758,2.3e-05,informes
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre.md,google/gemma-4-E2B-it,local,informes,1.4985568999982206,4.7e-05,expedientes de trámites laborales | informes
museo,INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre_1.md,google/gemma-4-E2B-it,local,informes,1.4871939000004204,4.6e-05,expedientes de trámites laborales | informes
museo,INF_MNCR-DAF-AC-024-2025 labores octubre.md,google/gemma-4-E2B-it,local,informes,0.7580063999921549,2.4e-05,informes
museo,INF_MNCR-DAF-AC-025-2025 teletrabajo octubre.md,google/gemma-4-E2B-it,local,informes,1.451130599991302,4.5e-05,informes
museo,Inscripción capacitacion DIC2024 SIR.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.982893000007607,3.1e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 01-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6070198999950662,1.9e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 02y03-09.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6131315000093309,1.9e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 05-09.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5908165000000736,1.8e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 08-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5994738999870606,1.9e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 16-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5982875000045169,1.9e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 18-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6175859999930253,1.9e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 21-08 anexo.md,google/gemma-4-E2B-it,local,memorandos,1.3179802999948151,4.1e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 21-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6026933000102872,1.9e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 22-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.63263089999964,2e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 24-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6043639999988955,1.9e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 29-08 anexo.md,google/gemma-4-E2B-it,local,informes,0.9057389999943553,2.8e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 29-08.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6317753000039374,2e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola 31-07.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6231878999969922,1.9e-05,expedientes de trámites laborales
museo,Justificación de asistencia Sofia Irola.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5690021000045817,1.8e-05,expedientes de trámites laborales
museo,Lista de remision AFC T02-2025.md,google/gemma-4-E2B-it,local,controles,2.8364208999992115,8.8e-05,expedientes de transferencias de documentos
museo,Lista de remision DG T01-2025.md,google/gemma-4-E2B-it,local,correspondencia,1.8150209999876097,5.6e-05,expedientes de transferencias de documentos
museo,Lista de remision RH T04-2025.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.9159737000009045,6e-05,expedientes de transferencias de documentos
museo,Lista de remision T05-2025 DPM.md,google/gemma-4-E2B-it,local,correspondencia,1.6470401999977184,5.1e-05,expedientes de transferencias de documentos
museo,MCJ-DVA-1196-2024 Marlen Palma Traslado deshumificadores al MNCR.md,google/gemma-4-E2B-it,local,correspondencia,0.4303691999957664,1.3e-05,correspondencia
museo,MEM_MNCR-DAF-AC-001-2015.md,google/gemma-4-E2B-it,local,memorandos,0.3837214000086533,1.2e-05,expedientes de transferencias de documentos | memorandos
museo,MEM_MNCR-DAF-AC-001-2015_1.md,google/gemma-4-E2B-it,local,memorandos,0.3914160999993328,1.2e-05,expedientes de transferencias de documentos | memorandos
museo,MEM_MNCR-DAF-AC-002-2015.md,google/gemma-4-E2B-it,local,memorandos,0.3734968999924604,1.2e-05,memorandos
museo,MEM_MNCR-DAF-AC-003-2025.md,google/gemma-4-E2B-it,local,memorandos,0.3853041999973357,1.2e-05,expedientes de transferencias de documentos
museo,MIN MNCR-DAF-AC-001-2024 Plani.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8432872999983374,2.6e-05,minutas de reuniones
museo,MIN_MNCR-DAF-AC-001-2025 Salida DPPC.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8977432999963639,2.8e-05,minutas de reuniones
museo,MIN_MNCR-DAF-AC-002-2025 Clasificacion PLAN.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.7715037000016309,2.4e-05,minutas de reuniones
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.8504596000129823,2.6e-05,expedientes de proyectos y programas institucionales | minutas de reuniones
museo,MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3_1.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.743487500003539,2.3e-05,expedientes de proyectos y programas institucionales | minutas de reuniones
museo,OF MNCR-JA-386-2024 AC donación deshumidificadores MCJ act27 a25.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.6095332999975653,1.9e-05,correspondencia
museo,OFI MNCR-DAF-013-2024. Sra. Sofía Irola Rojas. Funciones del puesto.md,google/gemma-4-E2B-it,local,informes,0.7119657000002917,2.2e-05,correspondencia
museo,OFI MNCR-DAF-035-2025. DG. Representantes Comité Gerencial T.I..md,google/gemma-4-E2B-it,local,memorandos,0.3606801999994786,1.1e-05,correspondencia
museo,OFI MNCR-DAF-040-2024 solicitud criterio legal.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.6346961999952327,2e-05,correspondencia
museo,OFI MNCR-DAF-AC-004-2024 Respuesta DG 362.md,google/gemma-4-E2B-it,local,informes,0.8350909000000684,2.6e-05,correspondencia
museo,OFI MNCR-DAF-AC-005-2024 entrega revistas.md,google/gemma-4-E2B-it,local,correspondencia,0.3788720000011381,1.2e-05,correspondencia
museo,OFI MNCR-DAF-AC-006-2024 DAH seguimiento.md,google/gemma-4-E2B-it,local,informes,0.7712509000120917,2.4e-05,correspondencia
museo,OFI MNCR-DAF-AC-007-2024 Cambio de horario.md,google/gemma-4-E2B-it,local,memorandos,0.3501656000007642,1.1e-05,expedientes de trámites laborales
museo,OFI MNCR-DAF-AC-008-2024 bienes.md,google/gemma-4-E2B-it,local,memorandos,0.7875388999964343,2.5e-05,correspondencia
museo,OFI MNCR-DAF-AC-009-2024 bienes.md,google/gemma-4-E2B-it,local,memorandos,0.4320155999885173,1.3e-05,correspondencia
museo,OFI MNCR-DAF-AC-010-2024 deshumidificadores MCJ.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.071078299995861,3.3e-05,correspondencia
museo,OFI MNCR-DAF-AC-011-2024 trabajo en diciembre.md,google/gemma-4-E2B-it,local,memorandos,0.3725909000058891,1.2e-05,correspondencia
museo,OFI MNCR-DAF-AC-012-2024 UI Computadora.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5525754999980563,1.7e-05,correspondencia
museo,OFI MNCR-DAF-AC-013-2024 MCJ acuerdo JA.md,google/gemma-4-E2B-it,local,memorandos,0.4608966999949189,1.4e-05,correspondencia
museo,OFI MNCR-DAF-AFC-015-2025    Remision de expedientes al Archivo Institucional.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.9171190000051864,2.9e-05,expedientes de transferencias de documentos
museo,OFI MNCR-DAF-GIRHA-679-2025 Remisión de expedientes - Archivo Central.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,0.9194755999924382,2.9e-05,expedientes de transferencias de documentos
museo,OFI MNCR-DAF-GIRHA-758-2024. Alexia  Fiorella Rojas Calderón.md,google/gemma-4-E2B-it,local,memorandos,0.4558175999991363,1.4e-05,expedientes sobre voluntariado
museo,OFI MNCR-DAF-GIRHA-771-2024. Sofía Irola Rojas. Contrato Teletrabajo.md,google/gemma-4-E2B-it,local,memorandos,0.3707642999943346,1.2e-05,expedientes de trámites laborales
museo,OFI MNCR-DAF-PI-095-2024  Respuesta a oficio OFI MNCR-DAF-AC-008-2024 - Asignación de bienes -colecciones-.md,google/gemma-4-E2B-it,local,memorandos,0.5301883999927668,1.6e-05,correspondencia
museo,OFI MNCR-DAH-249-2024 Entrega IF Reporte de Incidente Mapoteca DAH.md,google/gemma-4-E2B-it,local,informes,0.6373753999941982,2e-05,informes
museo,OFI MNCR-DG-362-2024 Anexo 1 PSJO-124-2024.md,google/gemma-4-E2B-it,local,correspondencia,0.410109199990984,1.3e-05,correspondencia
museo,OFI MNCR-DG-362-2024 Anexo 2 Documentos Escaneados.md,google/gemma-4-E2B-it,local,informes,0.6291507000132697,2e-05,correspondencia
museo,OFI MNCR-DG-362-2024 _Solicitud de información piezas pasito Iglesia Colonial Orosi.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5629129000008106,1.8e-05,correspondencia
museo,OFI MNCR-DG-459-2024 deshumificador.md,google/gemma-4-E2B-it,local,expedientesdetransferenciasdedocumentos,1.2007271999900695,3.7e-05,correspondencia
museo,OFI MNCR-DPPC-139-2024 Esculturas Orosí DG.md,google/gemma-4-E2B-it,local,informes,0.8471321999968495,2.6e-05,correspondencia
museo,OFI MNCR-JA-286-2024 CISED.md,google/gemma-4-E2B-it,local,minutasdereuniones,0.612736600000062,1.9e-05,correspondencia
museo,Oficios DPPC 142.md,google/gemma-4-E2B-it,local,informes,0.8086703000008129,2.5e-05,correspondencia
museo,Oficios DPPC 162.md,google/gemma-4-E2B-it,local,correspondencia,0.5352805000002263,1.7e-05,correspondencia
museo,OFI_ MNCR-DG-AJ-176-2025 CRITERIO JURIDICO asignación de bienes- colecciones de documentos.md,google/gemma-4-E2B-it,local,circulares,0.6234527999913553,1.9e-05,correspondencia
museo,OFI_MNCR-DAF-AC-001-2025 DHN.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5729067999927793,1.8e-05,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-002-2025 DPPC.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5950829999928828,1.9e-05,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-003-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3512710999930277,1.1e-05,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-004-2025 DPPC 1.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.5838203000021167,1.8e-05,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-005-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3528581999999005,1.1e-05,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-006-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3489206999947782,1.1e-05,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-007-2025 DG IADA.md,google/gemma-4-E2B-it,local,informes,0.7577338000119198,2.4e-05,informes
museo,OFI_MNCR-DAF-AC-008-2025 DG papel.md,google/gemma-4-E2B-it,local,solicitudesadministrativas,0.9239718999888282,2.9e-05,correspondencia
museo,OFI_MNCR-DAF-AC-009-2025 RH.md,google/gemma-4-E2B-it,local,memorandos,0.3897756000078516,1.2e-05,expedientes de trámites laborales
museo,OFI_MNCR-DAF-AC-010-2025 DG avances.md,google/gemma-4-E2B-it,local,informes,0.8325346999918111,2.6e-05,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-011-2025 DPPC.md,google/gemma-4-E2B-it,local,correspondencia,0.8916324000019813,2.8e-05,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DAF-AC-012-2025 DHN.md,google/gemma-4-E2B-it,local,informes,0.9154830999905244,2.8e-05,expedientes de proyectos y programas institucionales
