DATASET,DOCUMENT,LLM_NAME,RESPONSE,TIME,CHARS_PROCESSED
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-06y10SET2024.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5985845999966841,773
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-10y11DIC2024.md,google/gemma-4-E2B-it,,0.245093799996539,1006
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-12DIC2024.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6274807999870973,1010
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-15y21ENE2025.md,google/gemma-4-E2B-it,solicitudesadministrativas,2.274722100002691,679
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-16-19DIC2024.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6406171999988146,1063
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-17al19SET2024.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6167772999906447,981
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-18OCT2024.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6257772999961162,991
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-19NOV2024.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6219378000096185,1010
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-22NOV2024.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.606929499990656,982
museo,datasets_md\museo\ASISTENCIA-Sofia Irola-26SET2024.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6302873999957228,917
museo,datasets_md\museo\Boleta de Capacitación SIR.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.9523896000027888,3962
museo,datasets_md\museo\Capacitacion SIR_JUL2025.md,google/gemma-4-E2B-it,solicitudesadministrativas,1.57541879999917,5000
museo,datasets_md\museo\Capacitación más 12 horas Sofia Irola.md,google/gemma-4-E2B-it,solicitudesadministrativas,1.4648806000041077,5000
museo,datasets_md\museo\Capacitación SIR 7MAR.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.7094190000061644,2848
museo,datasets_md\museo\Capacitación SIR MICITT.md,google/gemma-4-E2B-it,'solicitudesadministrativas',0.8954214999976102,3145
museo,datasets_md\museo\CARTA-DGAN-DG-412-2025 Respuesta OFI MNCR-DAF-AC-015-2025.md,google/gemma-4-E2B-it,correspondencia,0.4237826999888057,1386
museo,datasets_md\museo\CE-17SET2024-Ifigenia Quintanilla Participacion en Comite nacional.md,google/gemma-4-E2B-it,correspondencia,1.6029017999971984,5000
museo,datasets_md\museo\CE-Grettel Monge-14AGO2025.md,google/gemma-4-E2B-it,correspondencia,0.7293751999968663,3580
museo,datasets_md\museo\CIR MNCR-DAF-AC-001-2024.md,google/gemma-4-E2B-it,circulares,0.8588675000064541,5000
museo,datasets_md\museo\CIR MNCR-DG-004-2024_Lineamientos_Archivo_Central.md,google/gemma-4-E2B-it,circulares,0.4281827000086196,2094
museo,datasets_md\museo\CIR_MNCR-DAF-AC-001-2025_Gestion de doc 2025.md,google/gemma-4-E2B-it,controlesdepréstamodedocumentos,1.1266174000047613,5000
museo,datasets_md\museo\CIR_MNCR-DAF-AC-002-2025.md,google/gemma-4-E2B-it,circulares,0.463311799991061,2777
museo,datasets_md\museo\CIR_MNCR-DAF-AC-003-2025 Normalizacion formularios.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.9344707999989624,5000
museo,datasets_md\museo\CIR_MNCR-DAF-AC-004-2025 plantillas informes.md,google/gemma-4-E2B-it,informesdelabores,0.9203171999979533,5000
museo,datasets_md\museo\CIR_MNCR-DAF-AC-005-2025 recordatorio responsabilidad doc (1).md,google/gemma-4-E2B-it,memorandos,0.7685166000010213,5000
museo,datasets_md\museo\CIR_MNCR-DAF-AC-006-2025 formularios.md,google/gemma-4-E2B-it,circulares,0.6911302999942563,3937
museo,datasets_md\museo\CIR_MNCR-DAF-AC-007-2025 archivo digital.md,google/gemma-4-E2B-it,'memorandos',0.9288660000020172,5000
museo,datasets_md\museo\CIR_MNCR-DAF-AC-008-2025 comisiones.md,google/gemma-4-E2B-it,memorandos,0.7306399999943096,5000
museo,datasets_md\museo\CIR_MNCR-DAF-AC-009-2025 plantillas y formularios.md,google/gemma-4-E2B-it,circulares,0.8094904000026872,5000
museo,datasets_md\museo\Contrato de Teletrabajo Sofia Irola 1.md,google/gemma-4-E2B-it,contratos,0.7650761999975657,5000
museo,datasets_md\museo\CONTR_ MNCR-DAF-AC-001-2025_Biblio.md,google/gemma-4-E2B-it,controlesdepréstamodedocumentos,0.7956955999979982,1307
museo,datasets_md\museo\CONTR_ MNCR-DPM-016-2025 Traslado de documentos.md,google/gemma-4-E2B-it,'controlesdepréstamodedocumentos',1.0076285999966783,1435
museo,datasets_md\museo\CONTR_MNCR-DPM-02-2025.md,google/gemma-4-E2B-it,informestécnicosproducidos,1.1770042999996804,4153
museo,datasets_md\museo\CONV_MNCR-DG-AJ-016-2025.md,google/gemma-4-E2B-it,memorandos,0.7149809999973513,5000
museo,datasets_md\museo\DG-2024-O-285 designación_encargada_Archivo_comisión_CIAP.md,google/gemma-4-E2B-it,memorandos,0.3974372999946354,1435
museo,datasets_md\museo\DG-2024-O-344 Conformacion CISED.md,google/gemma-4-E2B-it,memorandos,0.4836056999920401,2637
museo,datasets_md\museo\DG-2024-O-345 Diagnostico AC.md,google/gemma-4-E2B-it,informesdelabores,0.7679878000053577,4482
museo,datasets_md\museo\DGAN-DG-581-2024 préstamo activos Arch Museo Nac.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6833424000069499,1537
museo,datasets_md\museo\EVALUACIÓN DEL DESEMPEÑO 2024 SIR febrero.md,google/gemma-4-E2B-it,informesdelabores,1.5678881999920122,5000
museo,datasets_md\museo\Factura a Museo por hospedaje Sofia Irola.md,google/gemma-4-E2B-it,facturaelectrónica,1.2085814000020036,3659
museo,datasets_md\museo\FORMULARIO EVALUACIÓN DEL DESEMPEÑO 2024 SIR.md,google/gemma-4-E2B-it,informesdelabores,1.7855620000045749,5000
museo,datasets_md\museo\GIRHA-2024-O-672-2024. Srita. Lisseth Rojas Villarreal.md,google/gemma-4-E2B-it,expedientessobrevoluntariado,0.951329399991664,2962
museo,datasets_md\museo\INF MNCR-DAF-AC-002-2024 setiembre.md,google/gemma-4-E2B-it,informesdelabores,0.6849564000003738,3225
museo,datasets_md\museo\INF MNCR-DAF-AC-003-2024 octubre.md,google/gemma-4-E2B-it,informesdelabores,0.733431800006656,3632
museo,datasets_md\museo\INF MNCR-DAF-AC-004-2024 teletrabajo octubre.md,google/gemma-4-E2B-it,informesdelabores,0.9117012999922736,3220
museo,datasets_md\museo\INF MNCR-DAF-AC-005-2024 noviembre.md,google/gemma-4-E2B-it,informesdelabores,0.6951509000064107,2915
museo,datasets_md\museo\INF MNCR-DAF-AC-006-2024 teletrabajo noviembre.md,google/gemma-4-E2B-it,informesdelabores,1.0142928999994183,4143
museo,datasets_md\museo\INF MNCR-DAF-AC-007-2024 participación comisiones.md,google/gemma-4-E2B-it,informesdelabores,0.7517437999922549,3985
museo,datasets_md\museo\INF MNCR-DAH-101-2024 Reporte de incidente Mapoteca DAH VF 1.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.9521740000054706,5000
museo,datasets_md\museo\Informe Anual de Desarrollo Archivístico 2024-2025.md,google/gemma-4-E2B-it,informesdelíndicededesarrolloarchivístico,1.471898899995722,5000
museo,datasets_md\museo\INF_MNCR-DAF-AC-001-2025 teletrabajo enero.md,google/gemma-4-E2B-it,informesdelabores,1.14776890000212,4371
museo,datasets_md\museo\INF_MNCR-DAF-AC-002-2025 labores enero.md,google/gemma-4-E2B-it,informesdelabores,0.6778215999947861,3449
museo,datasets_md\museo\INF_MNCR-DAF-AC-003-2025 teletrabajo febrero.md,google/gemma-4-E2B-it,informesdelabores,1.013623099992401,4316
museo,datasets_md\museo\INF_MNCR-DAF-AC-004-2025 labores febrero.md,google/gemma-4-E2B-it,informesdelabores,0.7645664000010584,3326
museo,datasets_md\museo\INF_MNCR-DAF-AC-005-2025 Asesoria DAH.md,google/gemma-4-E2B-it,informestécnicosproducidos,1.001951199999894,5000
museo,datasets_md\museo\INF_MNCR-DAF-AC-006-2025 labores marzo.md,google/gemma-4-E2B-it,informesdelabores,0.8586518000083743,4283
museo,datasets_md\museo\INF_MNCR-DAF-AC-007-2025 teletrabajo marzo.md,google/gemma-4-E2B-it,informesdelabores,1.1003471000003628,4467
museo,datasets_md\museo\INF_MNCR-DAF-AC-008-2025 reacomodo.md,google/gemma-4-E2B-it,informestécnicosproducidos,1.098181299996213,5000
museo,datasets_md\museo\INF_MNCR-DAF-AC-009-2025 labores abril.md,google/gemma-4-E2B-it,informesdelabores,0.7500537000014447,3384
museo,datasets_md\museo\INF_MNCR-DAF-AC-010-2025 teletrabajo abril.md,google/gemma-4-E2B-it,informesdelabores,1.1972651999967638,3920
museo,datasets_md\museo\INF_MNCR-DAF-AC-011-2025 DAH conservacion.md,google/gemma-4-E2B-it,informestécnicosproducidos,2.457352600002196,5000
museo,datasets_md\museo\INF_MNCR-DAF-AC-012-2025 labores mayo.md,google/gemma-4-E2B-it,informesdelabores,0.7468613999953959,3585
museo,datasets_md\museo\INF_MNCR-DAF-AC-013-2025 teletrabajo mayo.md,google/gemma-4-E2B-it,informesdelabores,0.9210806999908528,3298
museo,datasets_md\museo\INF_MNCR-DAF-AC-014-2025 Asesoria DPPC.md,google/gemma-4-E2B-it,informestécnicosproducidos,1.0196611999999732,5000
museo,datasets_md\museo\INF_MNCR-DAF-AC-015-2025 labores junio.md,google/gemma-4-E2B-it,informesdelabores,0.849592800004757,4138
museo,datasets_md\museo\INF_MNCR-DAF-AC-016-2025 teletrabajo junio.md,google/gemma-4-E2B-it,informesdelabores,1.0719523999869125,4297
museo,datasets_md\museo\INF_MNCR-DAF-AC-017-2025 labores julio.md,google/gemma-4-E2B-it,informesdelabores,0.8987707999913255,3181
museo,datasets_md\museo\INF_MNCR-DAF-AC-018-2025 teletrabajo julio.md,google/gemma-4-E2B-it,informesdelabores,1.624237800002447,4898
museo,datasets_md\museo\INF_MNCR-DAF-AC-019-2025 participacion en comisiones.md,google/gemma-4-E2B-it,informesdelabores,0.9142419999989216,5000
museo,datasets_md\museo\INF_MNCR-DAF-AC-020-2025 labores agosto.md,google/gemma-4-E2B-it,informesdelabores,0.7250096999923699,3543
museo,datasets_md\museo\INF_MNCR-DAF-AC-021-2025 teletrabajo agosto.md,google/gemma-4-E2B-it,informesdelabores,1.601388199997018,4376
museo,datasets_md\museo\INF_MNCR-DAF-AC-022-2025 labores setiembre.md,google/gemma-4-E2B-it,informesdelabores,0.7532788999960758,3461
museo,datasets_md\museo\INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre.md,google/gemma-4-E2B-it,informesdelabores,1.4985568999982206,4574
museo,datasets_md\museo\INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre_1.md,google/gemma-4-E2B-it,informesdelabores,1.4871939000004204,4708
museo,datasets_md\museo\INF_MNCR-DAF-AC-024-2025 labores octubre.md,google/gemma-4-E2B-it,informesdelabores,0.7580063999921549,3676
museo,datasets_md\museo\INF_MNCR-DAF-AC-025-2025 teletrabajo octubre.md,google/gemma-4-E2B-it,informesdelabores,1.451130599991302,4900
museo,datasets_md\museo\Inscripción capacitacion DIC2024 SIR.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.982893000007607,3759
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 01-08.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6070198999950662,849
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 02y03-09.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6131315000093309,1023
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 05-09.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5908165000000736,969
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 08-08.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5994738999870606,973
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 16-07.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5982875000045169,942
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 18-07.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6175859999930253,1132
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 21-08 anexo.md,google/gemma-4-E2B-it,memorandos,1.3179802999948151,0
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 21-08.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6026933000102872,1089
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 22-07.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.63263089999964,790
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 24-07.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6043639999988955,791
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 29-08 anexo.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.9057389999943553,3105
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 29-08.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6317753000039374,924
museo,datasets_md\museo\Justificación de asistencia Sofia Irola 31-07.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6231878999969922,873
museo,datasets_md\museo\Justificación de asistencia Sofia Irola.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5690021000045817,1139
museo,datasets_md\museo\Lista de remision AFC T02-2025.md,google/gemma-4-E2B-it,controlesdepréstamodedocumentos,2.8364208999992115,5000
museo,datasets_md\museo\Lista de remision DG T01-2025.md,google/gemma-4-E2B-it,correspondencia,1.8150209999876097,5000
museo,datasets_md\museo\Lista de remision RH T04-2025.md,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,1.9159737000009045,5000
museo,datasets_md\museo\Lista de remision T05-2025 DPM.md,google/gemma-4-E2B-it,correspondencia,1.6470401999977184,5000
museo,datasets_md\museo\MCJ-DVA-1196-2024 Marlen Palma Traslado deshumificadores al MNCR.md,google/gemma-4-E2B-it,correspondencia,0.4303691999957664,1827
museo,datasets_md\museo\MEM_MNCR-DAF-AC-001-2015.md,google/gemma-4-E2B-it,memorandos,0.3837214000086533,1482
museo,datasets_md\museo\MEM_MNCR-DAF-AC-001-2015_1.md,google/gemma-4-E2B-it,memorandos,0.3914160999993328,1482
museo,datasets_md\museo\MEM_MNCR-DAF-AC-002-2015.md,google/gemma-4-E2B-it,memorandos,0.3734968999924604,1435
museo,datasets_md\museo\MEM_MNCR-DAF-AC-003-2025.md,google/gemma-4-E2B-it,memorandos,0.3853041999973357,1484
museo,datasets_md\museo\MIN MNCR-DAF-AC-001-2024 Plani.md,google/gemma-4-E2B-it,minutasdereuniones,0.8432872999983374,5000
museo,datasets_md\museo\MIN_MNCR-DAF-AC-001-2025 Salida DPPC.md,google/gemma-4-E2B-it,minutasdereuniones,0.8977432999963639,5000
museo,datasets_md\museo\MIN_MNCR-DAF-AC-002-2025 Clasificacion PLAN.md,google/gemma-4-E2B-it,minutasdereuniones,0.7715037000016309,4121
museo,datasets_md\museo\MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3.md,google/gemma-4-E2B-it,minutasdereuniones,0.8504596000129823,5000
museo,datasets_md\museo\MIN_MNCR-DAF-AC-003-2025 Coleccion Pittier MNCR Version 3_1.md,google/gemma-4-E2B-it,minutasdereuniones,0.743487500003539,5000
museo,datasets_md\museo\OF MNCR-JA-386-2024 AC donación deshumidificadores MCJ act27 a25.md,google/gemma-4-E2B-it,minutasdereuniones,0.6095332999975653,2016
museo,datasets_md\museo\OFI MNCR-DAF-013-2024. Sra. Sofía Irola Rojas. Funciones del puesto.md,google/gemma-4-E2B-it,informesdelabores,0.7119657000002917,5000
museo,datasets_md\museo\OFI MNCR-DAF-035-2025. DG. Representantes Comité Gerencial T.I..md,google/gemma-4-E2B-it,memorandos,0.3606801999994786,1505
museo,datasets_md\museo\OFI MNCR-DAF-040-2024 solicitud criterio legal.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6346961999952327,2672
museo,datasets_md\museo\OFI MNCR-DAF-AC-004-2024 Respuesta DG 362.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.8350909000000684,5000
museo,datasets_md\museo\OFI MNCR-DAF-AC-005-2024 entrega revistas.md,google/gemma-4-E2B-it,correspondencia,0.3788720000011381,1895
museo,datasets_md\museo\OFI MNCR-DAF-AC-006-2024 DAH seguimiento.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.7712509000120917,3632
museo,datasets_md\museo\OFI MNCR-DAF-AC-007-2024 Cambio de horario.md,google/gemma-4-E2B-it,memorandos,0.3501656000007642,1322
museo,datasets_md\museo\OFI MNCR-DAF-AC-008-2024 bienes.md,google/gemma-4-E2B-it,memorandos,0.7875388999964343,5000
museo,datasets_md\museo\OFI MNCR-DAF-AC-009-2024 bienes.md,google/gemma-4-E2B-it,memorandos,0.4320155999885173,2759
museo,datasets_md\museo\OFI MNCR-DAF-AC-010-2024 deshumidificadores MCJ.md,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,1.071078299995861,3902
museo,datasets_md\museo\OFI MNCR-DAF-AC-011-2024 trabajo en diciembre.md,google/gemma-4-E2B-it,memorandos,0.3725909000058891,1432
museo,datasets_md\museo\OFI MNCR-DAF-AC-012-2024 UI Computadora.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5525754999980563,1766
museo,datasets_md\museo\OFI MNCR-DAF-AC-013-2024 MCJ acuerdo JA.md,google/gemma-4-E2B-it,memorandos,0.4608966999949189,2870
museo,datasets_md\museo\OFI MNCR-DAF-AFC-015-2025    Remision de expedientes al Archivo Institucional.md,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,0.9171190000051864,1254
museo,datasets_md\museo\OFI MNCR-DAF-GIRHA-679-2025 Remisión de expedientes - Archivo Central.md,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,0.9194755999924382,1180
museo,datasets_md\museo\OFI MNCR-DAF-GIRHA-758-2024. Alexia  Fiorella Rojas Calderón.md,google/gemma-4-E2B-it,memorandos,0.4558175999991363,3269
museo,datasets_md\museo\OFI MNCR-DAF-GIRHA-771-2024. Sofía Irola Rojas. Contrato Teletrabajo.md,google/gemma-4-E2B-it,memorandos,0.3707642999943346,1614
museo,datasets_md\museo\OFI MNCR-DAF-PI-095-2024  Respuesta a oficio OFI MNCR-DAF-AC-008-2024 - Asignación de bienes -colecciones-.md,google/gemma-4-E2B-it,memorandos,0.5301883999927668,5000
museo,datasets_md\museo\OFI MNCR-DAH-249-2024 Entrega IF Reporte de Incidente Mapoteca DAH.md,google/gemma-4-E2B-it,informesdeinspección,0.6373753999941982,1104
museo,datasets_md\museo\OFI MNCR-DG-362-2024 Anexo 1 PSJO-124-2024.md,google/gemma-4-E2B-it,correspondencia,0.410109199990984,2754
museo,datasets_md\museo\OFI MNCR-DG-362-2024 Anexo 2 Documentos Escaneados.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.6291507000132697,220
museo,datasets_md\museo\OFI MNCR-DG-362-2024 _Solicitud de información piezas pasito Iglesia Colonial Orosi.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5629129000008106,1898
museo,datasets_md\museo\OFI MNCR-DG-459-2024 deshumificador.md,google/gemma-4-E2B-it,expedientesdetransferenciasdedocumentos,1.2007271999900695,5000
museo,datasets_md\museo\OFI MNCR-DPPC-139-2024 Esculturas Orosí DG.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.8471321999968495,5000
museo,datasets_md\museo\OFI MNCR-JA-286-2024 CISED.md,google/gemma-4-E2B-it,minutasdereuniones,0.612736600000062,2496
museo,datasets_md\museo\Oficios DPPC 142.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.8086703000008129,5000
museo,datasets_md\museo\Oficios DPPC 162.md,google/gemma-4-E2B-it,correspondencia,0.5352805000002263,5000
museo,datasets_md\museo\OFI_ MNCR-DG-AJ-176-2025 CRITERIO JURIDICO asignación de bienes- colecciones de documentos.md,google/gemma-4-E2B-it,circulares,0.6234527999913553,5000
museo,datasets_md\museo\OFI_MNCR-DAF-AC-001-2025 DHN.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5729067999927793,1940
museo,datasets_md\museo\OFI_MNCR-DAF-AC-002-2025 DPPC.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5950829999928828,2026
museo,datasets_md\museo\OFI_MNCR-DAF-AC-003-2025 RH.md,google/gemma-4-E2B-it,memorandos,0.3512710999930277,1222
museo,datasets_md\museo\OFI_MNCR-DAF-AC-004-2025 DPPC 1.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5838203000021167,2116
museo,datasets_md\museo\OFI_MNCR-DAF-AC-005-2025 RH.md,google/gemma-4-E2B-it,memorandos,0.3528581999999005,1184
museo,datasets_md\museo\OFI_MNCR-DAF-AC-006-2025 RH.md,google/gemma-4-E2B-it,memorandos,0.3489206999947782,1255
museo,datasets_md\museo\OFI_MNCR-DAF-AC-007-2025 DG IADA.md,google/gemma-4-E2B-it,informesdelabores,0.7577338000119198,5000
museo,datasets_md\museo\OFI_MNCR-DAF-AC-008-2025 DG papel.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.9239718999888282,5000
museo,datasets_md\museo\OFI_MNCR-DAF-AC-009-2025 RH.md,google/gemma-4-E2B-it,memorandos,0.3897756000078516,1641
museo,datasets_md\museo\OFI_MNCR-DAF-AC-010-2025 DG avances.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.8325346999918111,4242
museo,datasets_md\museo\OFI_MNCR-DAF-AC-011-2025 DPPC.md,google/gemma-4-E2B-it,correspondencia,0.8916324000019813,5000
museo,datasets_md\museo\OFI_MNCR-DAF-AC-012-2025 DHN.md,google/gemma-4-E2B-it,informestécnicosproducidos,0.9154830999905244,3079
museo,datasets_md\museo\OFI_MNCR-DAF-AC-013-2025 Memoria del Mundo.md,google/gemma-4-E2B-it,memorandos,0.524413100007223,3561
museo,datasets_md\museo\OFI_MNCR-DAF-AC-014-2025 Establecer convenio.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5790837999957148,1803
museo,datasets_md\museo\OFI_MNCR-DAF-AC-014-2025 Establecer convenio_1.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.6069853999943007,1923
museo,datasets_md\museo\OFI_MNCR-DAF-AC-015-2025 AN deshumidif.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.582860399998026,1449
museo,datasets_md\museo\OFI_MNCR-DAF-AC-016-2025 Inf.md,google/gemma-4-E2B-it,memorandos,0.5269877999962773,4075
museo,datasets_md\museo\OFI_MNCR-DAF-AC-017-2025 RH cambio de horario.md,google/gemma-4-E2B-it,memorandos,0.3567722000007052,1125
museo,datasets_md\museo\OFI_MNCR-DAF-AC-018-2025 JDAF.md,google/gemma-4-E2B-it,solicitudesadministrativas,0.5701169000094524,1920
museo,datasets_md\museo\OFI_MNCR-DAF-AC-019-2025 RH.md,google/gemma-4-E2B-it,memorandos,0.3564001999911852,1169
museo,datasets_md\museo\OFI_MNCR-DAF-AC-020-2025 AJ convenio.md,google/gemma-4-E2B-it,'correspondencia',0.6387619000015547,2462
