dataset,document,expected_label,model_name,provider,model_group,model_access_type,model_api_id,response,normalized_response,is_valid_category,elapsed_time,input_tokens,output_tokens,total_tokens,estimated_cost,error_message,timestamp,response_normalized,exact_match,regex_match
museo,datasets\museo\001_Lineamientos para la eliminación de documentos MNCR.pdf,instrumentos tecnicos archivisticos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,instrumentos técnicos archivísticos,,,2.9004048999922816,,,,,,,instrumentos tecnicos archivisticos,1,1
museo,datasets\museo\002_Lineamientos para la transferencia de documentos al AC.pdf,instrumentos tecnicos archivisticos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.8476956999802496,,,,,,,informes de labores,0,0
museo,datasets\museo\004_Instructivo Cuadro de clasificación MNCR.pdf,instrumentos tecnicos archivisticos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,instrumentos técnicos archivísticos,,,24.347933999990342,,,,,,,instrumentos tecnicos archivisticos,1,1
museo,datasets\museo\40-2025 MN Sofía Irola Rojas.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,1.5318616000004113,,,,,,,memorandos,0,0
museo,datasets\museo\76-2025 MN Sofía Irola Rojas 1.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,1.607743800006574,,,,,,,circulares,0,0
museo,datasets\museo\AC-2024-I-001 informe agosto.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.6547763999842573,,,,,,,informes de labores,1,1
museo,datasets\museo\AC-2024-O-001.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5869376999908127,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\AC-2024-O-003 Cised.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.4604703999939374,,,,,,,memorandos,0,0
museo,datasets\museo\ACT MNCR-DAF-AC-001-2024 Servicios Generales.pdf,instrumentos tecnicos archivisticos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,1.230118199979188,,,,,,,correspondencia,0,0
museo,datasets\museo\ACT MNCR-DAF-AC-002-2024 Financiero Contable.pdf,instrumentos tecnicos archivisticos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.529119999991963,,,,,,,informes de labores,0,0
museo,datasets\museo\AI-2024-As-10 Informacion sobre CISED.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.50651010000729,,,,,,,memorandos,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-07MAR2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6259779999963939,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-10DIC2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6648386000015307,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-15JUL2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.7185385999910068,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-16ABR2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6955909999960568,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-16JUL2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.9450495000055524,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-17OCT2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.7411803999857511,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-18FEB2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,expedientes de trámites laborales,,,0.9650777000060772,,,,,,,expedientes de tramites laborales,1,1
museo,datasets\museo\ASISTENCIA- Sofía Irola-18JUN2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.8327719000226352,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-19FEB2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5743077000079211,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-20 y 24JUN2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5894127000065055,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-20y21FEB2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5759589000081178,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-22ABR2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5440966000023764,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-23SET2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6075522000028286,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA- Sofía Irola-28-30JUL2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5438839000125881,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-01NOV2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6493002999923192,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-05y08NOV2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5591294000041671,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-SOFIA IROLA-06DIC2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6500997999974061,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-06y10SET2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5993827999918722,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-10y11DIC2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,'solicitudes administrativas',,,0.7750446999853011,,,,,,,'solicitudes administrativas',0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-12DIC2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6962553999910597,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-15y21ENE2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,2.286013600009028,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-16-19DIC2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.766178799996851,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-17al19SET2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,1.0948537999938708,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-18OCT2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6728056000138167,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-19NOV2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6518337999877986,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-22NOV2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.7406567000143696,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\ASISTENCIA-Sofia Irola-26SET2024.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.686806500016246,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\Boleta de Capacitación SIR.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.9195220000110568,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\Capacitacion SIR_JUL2025.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,1.3176775999891106,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\Capacitación más 12 horas Sofia Irola.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,1.0984276999952272,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\Capacitación SIR 7MAR.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6029584000061732,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\Capacitación SIR MICITT.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,I. informacion de labores,,,0.7113654999993742,,,,,,,i. informacion de labores,0,0
museo,datasets\museo\CARTA-DGAN-DG-412-2025 Respuesta OFI MNCR-DAF-AC-015-2025.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,0.4568420000141486,,,,,,,correspondencia,1,1
museo,datasets\museo\CE-17SET2024-Ifigenia Quintanilla Participacion en Comite nacional.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,3.0988404999952763,,,,,,,correspondencia,1,1
museo,datasets\museo\CE-Grettel Monge-14AGO2025.pdf,instrumentos tecnicos archivisticos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,correspondencia,,,0.8253070999926422,,,,,,,correspondencia,0,0
museo,datasets\museo\CIR MNCR-DAF-AC-001-2024.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,22.40114570001606,,,,,,,circulares,1,1
museo,datasets\museo\CIR MNCR-DG-004-2024_Lineamientos_Archivo_Central.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.4251970000041183,,,,,,,circulares,1,1
museo,datasets\museo\CIR_MNCR-DAF-AC-001-2025_Gestion de doc 2025.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,15.4628870000015,,,,,,,circulares,1,1
museo,datasets\museo\CIR_MNCR-DAF-AC-002-2025.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.5390179000096396,,,,,,,circulares,1,1
museo,datasets\museo\CIR_MNCR-DAF-AC-003-2025 Normalizacion formularios.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.8538813999912236,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\CIR_MNCR-DAF-AC-004-2025 plantillas informes.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.629110399982892,,,,,,,memorandos,0,0
museo,datasets\museo\CIR_MNCR-DAF-AC-005-2025 recordatorio responsabilidad doc (1).pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,1.561886699986644,,,,,,,circulares,1,1
museo,datasets\museo\CIR_MNCR-DAF-AC-006-2025 formularios.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.5783304999931715,,,,,,,circulares,1,1
museo,datasets\museo\CIR_MNCR-DAF-AC-007-2025 archivo digital.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.7343766000121832,,,,,,,circulares,1,1
museo,datasets\museo\CIR_MNCR-DAF-AC-008-2025 comisiones.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,86.79467949998798,,,,,,,circulares,1,1
museo,datasets\museo\CIR_MNCR-DAF-AC-009-2025 plantillas y formularios.pdf,circulares,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,circulares,,,0.782406299986178,,,,,,,circulares,1,1
museo,datasets\museo\Contrato de Teletrabajo Sofia Irola 1.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,expedientes de transferencias de documentos,,,14.618055900005857,,,,,,,expedientes de transferencias de documentos,0,0
museo,datasets\museo\CONTR_ MNCR-DAF-AC-001-2025_Biblio.pdf,solicitudes administrativas,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,controles de préstamo de documentos,,,1.0485658000106923,,,,,,,controles de prestamo de documentos,0,0
museo,datasets\museo\CONTR_ MNCR-DPM-016-2025 Traslado de documentos.pdf,solicitudes administrativas,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,"根据控制和记录的性质，该文件最适合归类为控制的活动记录

controles de préstamo de documentos",,,3.329068399994867,,,,,,,"根据控制和记录的性质,该文件最适合归类为控制的活动记录 controles de prestamo de documentos",0,0
museo,datasets\museo\CONTR_MNCR-DPM-02-2025.pdf,solicitudes administrativas,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes técnicos producidos,,,1.2713708999799564,,,,,,,informes tecnicos producidos,0,0
museo,datasets\museo\CONV_MNCR-DG-AJ-016-2025.pdf,instrumentos tecnicos archivisticos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,expedientes de transferencias de documentos,,,48.41287310002372,,,,,,,expedientes de transferencias de documentos,0,0
museo,datasets\museo\DG-2024-O-285 designación_encargada_Archivo_comisión_CIAP.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.5315706999972463,,,,,,,memorandos,0,0
museo,datasets\museo\DG-2024-O-344 Conformacion CISED.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,memorandos,,,0.407693899993319,,,,,,,memorandos,0,0
museo,datasets\museo\DG-2024-O-345 Diagnostico AC.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.183832699985942,,,,,,,informes de labores,0,0
museo,datasets\museo\DGAN-DG-581-2024 préstamo activos Arch Museo Nac.pdf,correspondencia,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.6828356000187341,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\EVALUACIÓN DEL DESEMPEÑO 2024 SIR febrero.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,9.4155657000083,,,,,,,informes de labores,0,0
museo,datasets\museo\Factura a Museo por hospedaje Sofia Irola.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,factura electrónica,,,0.8428166000230704,,,,,,,factura electronica,0,0
museo,datasets\museo\GIRHA-2024-O-672-2024. Srita. Lisseth Rojas Villarreal.pdf,expedientes sobre voluntariado,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,expedientes sobre voluntariado,,,0.927723500004504,,,,,,,expedientes sobre voluntariado,1,1
museo,datasets\museo\INF MNCR-DAF-AC-002-2024 setiembre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.6221610000065994,,,,,,,informes de labores,1,1
museo,datasets\museo\INF MNCR-DAF-AC-003-2024 octubre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.6895043999829795,,,,,,,informes de labores,1,1
museo,datasets\museo\INF MNCR-DAF-AC-004-2024 teletrabajo octubre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.7749939000059385,,,,,,,informes de labores,1,1
museo,datasets\museo\INF MNCR-DAF-AC-005-2024 noviembre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.6182379999954719,,,,,,,informes de labores,1,1
museo,datasets\museo\INF MNCR-DAF-AC-006-2024 teletrabajo noviembre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.115376700006891,,,,,,,informes de labores,1,1
museo,datasets\museo\INF MNCR-DAF-AC-007-2024 participación comisiones.pdf,informes tecnicos producidos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.7059171999862883,,,,,,,informes de labores,0,0
museo,datasets\museo\INF_MNCR-DAF-AC-001-2025 teletrabajo enero.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.2677476000098975,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-002-2025 labores enero.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.7819011000101455,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-003-2025 teletrabajo febrero.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.9142553999845404,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-004-2025 labores febrero.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.6652298000117298,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-005-2025 Asesoria DAH.pdf,informes tecnicos producidos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes técnicos producidos,,,15.485704199993052,,,,,,,informes tecnicos producidos,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-006-2025 labores marzo.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.7097000999783631,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-007-2025 teletrabajo marzo.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.2179540999932217,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-009-2025 labores abril.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.6845197000075132,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-010-2025 teletrabajo abril.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.982981099979952,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-011-2025 DAH conservacion.pdf,informes tecnicos producidos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes técnicos producidos,,,1.4871180000191089,,,,,,,informes tecnicos producidos,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-012-2025 labores mayo.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.7429720999789424,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-013-2025 teletrabajo mayo.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.8220249000005424,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-015-2025 labores junio.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.6955873999977484,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-016-2025 teletrabajo junio.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.843791199993575,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-017-2025 labores julio.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.627746299986029,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-018-2025 teletrabajo julio.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.0172415999986697,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-019-2025 participacion en comisiones.pdf,informes tecnicos producidos,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.0384054000023752,,,,,,,informes de labores,0,0
museo,datasets\museo\INF_MNCR-DAF-AC-020-2025 labores agosto.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.7805463999975473,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-021-2025 teletrabajo agosto.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.023999700002605,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-022-2025 labores setiembre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.8784001000167336,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.2167461999924851,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-023-2025 teletrabajo setiembre_1.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.0355543000041507,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-024-2025 labores octubre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,0.9756783000193536,,,,,,,informes de labores,1,1
museo,datasets\museo\INF_MNCR-DAF-AC-025-2025 teletrabajo octubre.pdf,informes de labores,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,informes de labores,,,1.0353526000108104,,,,,,,informes de labores,1,1
museo,datasets\museo\Inscripción capacitacion DIC2024 SIR.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.8553340000216849,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\Justificación de asistencia Sofia Irola 01-08.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.4968129000044428,,,,,,,solicitudes administrativas,0,0
museo,datasets\museo\Justificación de asistencia Sofia Irola 02y03-09.pdf,expedientes de tramites laborales,google/gemma-4-E2B-it,local,,local,google/gemma-4-E2B-it,solicitudes administrativas,,,0.5300590000115335,,,,,,,solicitudes administrativas,0,0
